,cost,group,n_met,n_mutual,n_pw_mut,table,chat,room,session
306,4.777777777777778,"(61, 42, 44, 66)",3.0,0.0,4.0,2,6,2,2
307,4.944444444444444,"(62, 31, 18, 37)",4.0,1.0,13.0,3,6,2,2
308,4.611111111111111,"(45, 16, 49, 60)",3.0,0.0,7.0,4,6,2,2
309,4.444444444444444,"(5, 10, 41, 69, 6)",4.0,1.0,22.0,5,6,2,2
310,5.888888888888888,"(39, 40, 14, 51, 34)",4.0,0.0,14.0,6,6,2,2
311,7.611111111111112,"(0, 46, 47, 74, 70)",5.0,0.0,13.0,7,6,2,2
312,2.2222222222222223,"(18, 27, 13, 69)",3.0,2.0,14.0,0,7,2,2
313,2.8888888888888884,"(14, 6, 38, 46)",2.0,0.0,8.0,1,7,2,2
314,4.611111111111111,"(15, 47, 34, 49)",3.0,0.0,7.0,2,7,2,2
315,6.777777777777779,"(61, 5, 0, 16)",5.0,1.0,10.0,3,7,2,2
316,4.666666666666667,"(45, 74, 62, 44)",3.0,0.0,6.0,4,7,2,2
317,6.444444444444445,"(17, 31, 39, 70, 10)",5.0,1.0,16.0,5,7,2,2
318,6.166666666666666,"(26, 51, 42, 33, 19)",4.0,0.0,9.0,6,7,2,2
319,7.833333333333333,"(37, 40, 60, 66, 41)",6.0,1.0,21.0,7,7,2,2
